sku_id,week_start,week_end,final_forecast,actual_units,forecast_error,absolute_error
SKU01950,2025-10-06,2025-10-12,10.0,25.0,15.0,15.0
SKU01951,2025-10-27,2025-11-02,10.0,5.0,-5.0,5.0
SKU01951,2025-11-17,2025-11-23,10.0,10.0,0.0,0.0
SKU01951,2025-12-22,2025-12-28,10.0,12.0,2.0,2.0
SKU01952,2025-11-24,2025-11-30,10.0,13.0,3.0,3.0
SKU01954,2025-11-10,2025-11-16,10.0,24.0,14.0,14.0
SKU01963,2025-11-10,2025-11-16,10.0,6.0,-4.0,4.0
SKU01963,2025-12-08,2025-12-14,10.0,22.0,12.0,12.0
SKU01964,2025-09-29,2025-10-05,10.0,2.0,-8.0,8.0
SKU01969,2025-10-13,2025-10-19,10.0,18.0,8.0,8.0
SKU01970,2025-11-10,2025-11-16,10.0,2.0,-8.0,8.0
SKU01974,2025-09-29,2025-10-05,10.0,14.0,4.0,4.0
SKU01974,2025-12-01,2025-12-07,10.0,7.0,-3.0,3.0
SKU01975,2025-10-06,2025-10-12,10.0,19.0,9.0,9.0
SKU01975,2025-11-03,2025-11-09,10.0,13.0,3.0,3.0
SKU01975,2025-12-15,2025-12-21,10.0,6.0,-4.0,4.0
SKU01976,2025-12-15,2025-12-21,10.0,7.0,-3.0,3.0
SKU01977,2025-10-20,2025-10-26,10.0,10.0,0.0,0.0
SKU01977,2025-10-27,2025-11-02,10.0,8.0,-2.0,2.0
SKU01978,2025-11-03,2025-11-09,10.0,36.0,26.0,26.0
SKU01979,2025-12-01,2025-12-07,10.0,27.0,17.0,17.0
SKU01986,2025-11-17,2025-11-23,10.0,13.0,3.0,3.0
SKU01995,2025-12-01,2025-12-07,10.0,11.0,1.0,1.0
SKU01995,2025-12-15,2025-12-21,10.0,21.0,11.0,11.0
SKU01996,2025-10-20,2025-10-26,10.0,6.0,-4.0,4.0
SKU01996,2025-12-15,2025-12-21,10.0,7.0,-3.0,3.0
SKU01997,2025-10-20,2025-10-26,10.0,21.0,11.0,11.0
SKU01997,2025-11-17,2025-11-23,10.0,16.0,6.0,6.0
SKU01999,2025-10-27,2025-11-02,10.0,4.0,-6.0,6.0
SKU01999,2025-12-15,2025-12-21,10.0,9.0,-1.0,1.0
SKU02000,2025-10-06,2025-10-12,10.0,20.0,10.0,10.0
SKU02001,2025-10-20,2025-10-26,10.0,21.0,11.0,11.0
SKU02001,2025-11-24,2025-11-30,10.0,25.0,15.0,15.0
SKU02002,2025-12-22,2025-12-28,10.0,38.0,28.0,28.0
SKU02010,2025-11-03,2025-11-09,10.0,14.0,4.0,4.0
SKU02011,2025-10-06,2025-10-12,10.0,6.0,-4.0,4.0
SKU02011,2025-12-01,2025-12-07,10.0,13.0,3.0,3.0
SKU02012,2025-11-03,2025-11-09,10.0,17.0,7.0,7.0
SKU02012,2025-12-08,2025-12-14,10.0,8.0,-2.0,2.0
SKU02013,2025-12-01,2025-12-07,10.0,14.0,4.0,4.0
SKU02013,2025-12-15,2025-12-21,10.0,12.0,2.0,2.0
SKU02014,2025-10-06,2025-10-12,10.0,5.0,-5.0,5.0
SKU02014,2025-12-15,2025-12-21,10.0,14.0,4.0,4.0
SKU02021,2025-12-22,2025-12-28,10.0,11.0,1.0,1.0
SKU02025,2025-10-06,2025-10-12,10.0,1.0,-9.0,9.0
SKU02026,2025-10-20,2025-10-26,10.0,11.0,1.0,1.0
SKU02028,2025-10-20,2025-10-26,10.0,4.0,-6.0,6.0
SKU02030,2025-11-03,2025-11-09,10.0,23.0,13.0,13.0
SKU02032,2025-10-27,2025-11-02,10.0,1.0,-9.0,9.0
SKU02032,2025-11-10,2025-11-16,10.0,3.0,-7.0,7.0
SKU02038,2025-12-15,2025-12-21,10.0,10.0,0.0,0.0
SKU02044,2025-10-27,2025-11-02,10.0,5.0,-5.0,5.0
SKU02051,2025-11-17,2025-11-23,10.0,9.0,-1.0,1.0
SKU02055,2025-11-24,2025-11-30,10.0,12.0,2.0,2.0
SKU02058,2025-09-29,2025-10-05,10.0,20.0,10.0,10.0
SKU02061,2025-11-03,2025-11-09,10.0,3.0,-7.0,7.0
SKU02063,2025-11-10,2025-11-16,10.0,13.0,3.0,3.0
SKU02070,2025-11-24,2025-11-30,10.0,11.0,1.0,1.0
SKU02072,2025-11-03,2025-11-09,10.0,25.0,15.0,15.0
SKU02074,2025-10-13,2025-10-19,10.0,4.0,-6.0,6.0
SKU02078,2025-12-22,2025-12-28,10.0,20.0,10.0,10.0
SKU02080,2025-10-20,2025-10-26,10.0,13.0,3.0,3.0
SKU02080,2025-12-15,2025-12-21,10.0,16.0,6.0,6.0
SKU02084,2025-12-08,2025-12-14,10.0,12.0,2.0,2.0
SKU02090,2025-10-13,2025-10-19,10.0,7.0,-3.0,3.0
SKU02093,2025-11-03,2025-11-09,10.0,18.0,8.0,8.0
SKU02095,2025-09-29,2025-10-05,10.0,2.0,-8.0,8.0
SKU02096,2025-10-06,2025-10-12,10.0,5.0,-5.0,5.0
SKU02096,2025-12-08,2025-12-14,10.0,23.0,13.0,13.0
SKU02097,2025-10-13,2025-10-19,10.0,7.0,-3.0,3.0
SKU02099,2025-12-08,2025-12-14,10.0,17.0,7.0,7.0
SKU02104,2025-11-17,2025-11-23,10.0,11.0,1.0,1.0
SKU02106,2025-10-06,2025-10-12,10.0,19.0,9.0,9.0
SKU02108,2025-10-20,2025-10-26,10.0,9.0,-1.0,1.0
SKU02110,2025-09-29,2025-10-05,10.0,0.0,-10.0,10.0
SKU02112,2025-10-06,2025-10-12,10.0,3.0,-7.0,7.0
SKU02112,2025-10-20,2025-10-26,10.0,3.0,-7.0,7.0
SKU02114,2025-11-03,2025-11-09,10.0,3.0,-7.0,7.0
SKU02117,2025-12-08,2025-12-14,10.0,14.0,4.0,4.0
SKU02129,2025-12-22,2025-12-28,10.0,13.0,3.0,3.0
SKU02131,2025-11-03,2025-11-09,10.0,8.0,-2.0,2.0
SKU02135,2025-11-10,2025-11-16,10.0,18.0,8.0,8.0
SKU02137,2025-10-20,2025-10-26,10.0,13.0,3.0,3.0
SKU02139,2025-11-24,2025-11-30,10.0,9.0,-1.0,1.0
SKU02139,2025-12-01,2025-12-07,10.0,23.0,13.0,13.0
SKU02140,2025-10-27,2025-11-02,10.0,7.0,-3.0,3.0
SKU02140,2025-11-10,2025-11-16,10.0,14.0,4.0,4.0
SKU02144,2025-10-27,2025-11-02,10.0,15.0,5.0,5.0
SKU02144,2025-11-24,2025-11-30,10.0,7.0,-3.0,3.0
SKU02144,2025-12-15,2025-12-21,10.0,11.0,1.0,1.0
SKU02145,2025-11-17,2025-11-23,10.0,7.0,-3.0,3.0
SKU02145,2025-12-01,2025-12-07,10.0,18.0,8.0,8.0
SKU02150,2025-11-24,2025-11-30,10.0,7.0,-3.0,3.0
SKU02151,2025-10-20,2025-10-26,10.0,18.0,8.0,8.0
SKU02151,2025-11-10,2025-11-16,10.0,12.0,2.0,2.0
SKU02151,2025-12-01,2025-12-07,10.0,17.0,7.0,7.0
SKU02156,2025-11-03,2025-11-09,10.0,23.0,13.0,13.0
SKU02161,2025-10-27,2025-11-02,10.0,19.0,9.0,9.0
SKU02164,2025-09-29,2025-10-05,10.0,10.0,0.0,0.0
SKU02164,2025-12-01,2025-12-07,10.0,18.0,8.0,8.0
SKU02166,2025-11-24,2025-11-30,10.0,12.0,2.0,2.0
SKU02169,2025-10-06,2025-10-12,10.0,26.0,16.0,16.0
SKU02171,2025-10-13,2025-10-19,10.0,14.0,4.0,4.0
SKU02180,2025-10-13,2025-10-19,10.0,15.0,5.0,5.0
SKU02185,2025-09-29,2025-10-05,10.0,11.0,1.0,1.0
SKU02185,2025-12-22,2025-12-28,10.0,9.0,-1.0,1.0
SKU02186,2025-12-15,2025-12-21,10.0,19.0,9.0,9.0
SKU02187,2025-11-17,2025-11-23,10.0,7.0,-3.0,3.0
SKU02187,2025-12-01,2025-12-07,10.0,27.0,17.0,17.0
SKU02188,2025-10-13,2025-10-19,10.0,12.0,2.0,2.0
SKU02188,2025-11-24,2025-11-30,10.0,10.0,0.0,0.0
SKU02188,2025-12-22,2025-12-28,10.0,15.0,5.0,5.0
SKU02190,2025-10-20,2025-10-26,10.0,14.0,4.0,4.0
SKU02190,2025-11-10,2025-11-16,10.0,10.0,0.0,0.0
SKU02192,2025-11-24,2025-11-30,10.0,20.0,10.0,10.0
SKU02195,2025-12-15,2025-12-21,10.0,12.0,2.0,2.0
SKU02196,2025-11-24,2025-11-30,10.0,27.0,17.0,17.0
SKU02196,2025-12-08,2025-12-14,10.0,19.0,9.0,9.0
SKU02196,2025-12-22,2025-12-28,10.0,30.0,20.0,20.0
SKU02199,2025-10-20,2025-10-26,10.0,9.0,-1.0,1.0
SKU02199,2025-11-24,2025-11-30,10.0,10.0,0.0,0.0
SKU02199,2025-12-15,2025-12-21,10.0,15.0,5.0,5.0
SKU02200,2025-10-13,2025-10-19,10.0,7.0,-3.0,3.0
SKU02200,2025-12-01,2025-12-07,10.0,6.0,-4.0,4.0
SKU02200,2025-12-22,2025-12-28,10.0,15.0,5.0,5.0
SKU02206,2025-11-03,2025-11-09,10.0,22.0,12.0,12.0
SKU02209,2025-11-10,2025-11-16,10.0,7.0,-3.0,3.0
SKU02210,2025-09-29,2025-10-05,10.0,10.0,0.0,0.0
SKU02211,2025-12-22,2025-12-28,10.0,13.0,3.0,3.0
SKU02213,2025-11-17,2025-11-23,10.0,18.0,8.0,8.0
SKU02220,2025-10-13,2025-10-19,10.0,5.0,-5.0,5.0
SKU02220,2025-10-20,2025-10-26,10.0,17.0,7.0,7.0
SKU02221,2025-10-13,2025-10-19,10.0,8.0,-2.0,2.0
SKU02227,2025-10-13,2025-10-19,10.0,8.0,-2.0,2.0
SKU02227,2025-12-15,2025-12-21,10.0,24.0,14.0,14.0
SKU02229,2025-12-22,2025-12-28,10.0,11.0,1.0,1.0
SKU02230,2025-12-22,2025-12-28,10.0,15.0,5.0,5.0
SKU02234,2025-12-15,2025-12-21,10.0,10.0,0.0,0.0
SKU02236,2025-10-13,2025-10-19,10.0,10.0,0.0,0.0
SKU02236,2025-12-22,2025-12-28,10.0,19.0,9.0,9.0
SKU02239,2025-12-22,2025-12-28,10.0,15.0,5.0,5.0
SKU02244,2025-11-03,2025-11-09,10.0,12.0,2.0,2.0
SKU02250,2025-12-22,2025-12-28,10.0,10.0,0.0,0.0
SKU02252,2025-11-24,2025-11-30,10.0,9.0,-1.0,1.0
SKU02252,2025-12-22,2025-12-28,10.0,9.0,-1.0,1.0
SKU02261,2025-10-13,2025-10-19,10.0,17.0,7.0,7.0
SKU02262,2025-10-20,2025-10-26,10.0,15.0,5.0,5.0
SKU02267,2025-12-08,2025-12-14,10.0,9.0,-1.0,1.0
SKU02269,2025-11-17,2025-11-23,10.0,21.0,11.0,11.0
SKU02277,2025-11-17,2025-11-23,10.0,13.0,3.0,3.0
SKU02278,2025-09-29,2025-10-05,10.0,10.0,0.0,0.0
SKU02279,2025-10-13,2025-10-19,10.0,7.0,-3.0,3.0
SKU02279,2025-12-22,2025-12-28,10.0,9.0,-1.0,1.0
SKU02280,2025-11-24,2025-11-30,10.0,18.0,8.0,8.0
SKU02284,2025-10-13,2025-10-19,10.0,15.0,5.0,5.0
SKU02287,2025-12-15,2025-12-21,10.0,17.0,7.0,7.0
SKU02287,2025-12-22,2025-12-28,10.0,18.0,8.0,8.0
SKU02288,2025-10-06,2025-10-12,10.0,13.0,3.0,3.0
SKU02292,2025-11-17,2025-11-23,10.0,11.0,1.0,1.0
SKU02293,2025-11-24,2025-11-30,10.0,12.0,2.0,2.0
SKU02296,2025-12-08,2025-12-14,10.0,15.0,5.0,5.0
SKU02301,2025-09-29,2025-10-05,10.0,16.0,6.0,6.0
SKU02311,2025-11-24,2025-11-30,10.0,4.0,-6.0,6.0
SKU02315,2025-10-20,2025-10-26,10.0,13.0,3.0,3.0
SKU02318,2025-11-17,2025-11-23,10.0,17.0,7.0,7.0
SKU02320,2025-10-20,2025-10-26,10.0,22.0,12.0,12.0
SKU02324,2025-12-01,2025-12-07,10.0,18.0,8.0,8.0
SKU02326,2025-10-06,2025-10-12,10.0,9.0,-1.0,1.0
SKU02327,2025-12-22,2025-12-28,10.0,6.0,-4.0,4.0
SKU02332,2025-10-13,2025-10-19,10.0,9.0,-1.0,1.0
SKU02332,2025-10-20,2025-10-26,10.0,4.0,-6.0,6.0
SKU02334,2025-10-20,2025-10-26,10.0,8.0,-2.0,2.0
SKU02337,2025-10-13,2025-10-19,10.0,10.0,0.0,0.0
SKU02341,2025-10-13,2025-10-19,10.0,21.0,11.0,11.0
SKU02346,2025-12-15,2025-12-21,10.0,8.0,-2.0,2.0
SKU02349,2025-10-06,2025-10-12,10.0,4.0,-6.0,6.0
SKU02349,2025-11-24,2025-11-30,10.0,11.0,1.0,1.0
SKU02351,2025-10-06,2025-10-12,10.0,10.0,0.0,0.0
SKU02356,2025-10-27,2025-11-02,10.0,6.0,-4.0,4.0
SKU02357,2025-09-29,2025-10-05,10.0,6.0,-4.0,4.0
SKU02357,2025-12-01,2025-12-07,10.0,6.0,-4.0,4.0
SKU02359,2025-09-29,2025-10-05,10.0,12.0,2.0,2.0
SKU02359,2025-10-13,2025-10-19,10.0,13.0,3.0,3.0
SKU02361,2025-10-20,2025-10-26,10.0,6.0,-4.0,4.0
SKU02363,2025-10-13,2025-10-19,10.0,8.0,-2.0,2.0
SKU02363,2025-12-22,2025-12-28,10.0,8.0,-2.0,2.0
SKU02371,2025-10-06,2025-10-12,10.0,8.0,-2.0,2.0
SKU02375,2025-12-15,2025-12-21,10.0,1.0,-9.0,9.0
SKU02378,2025-10-13,2025-10-19,10.0,7.0,-3.0,3.0
SKU02378,2025-11-24,2025-11-30,10.0,8.0,-2.0,2.0
SKU02380,2025-10-20,2025-10-26,10.0,17.0,7.0,7.0
SKU02380,2025-12-15,2025-12-21,10.0,16.0,6.0,6.0
SKU02384,2025-10-13,2025-10-19,10.0,9.0,-1.0,1.0
SKU02384,2025-12-15,2025-12-21,10.0,11.0,1.0,1.0
SKU02386,2025-12-08,2025-12-14,10.0,9.0,-1.0,1.0
SKU02386,2025-12-22,2025-12-28,10.0,13.0,3.0,3.0
SKU02394,2025-10-13,2025-10-19,10.0,20.0,10.0,10.0
SKU02395,2025-09-29,2025-10-05,10.0,3.0,-7.0,7.0
SKU02398,2025-11-24,2025-11-30,10.0,20.0,10.0,10.0
SKU02399,2025-10-20,2025-10-26,10.0,1.0,-9.0,9.0
SKU02399,2025-12-08,2025-12-14,10.0,13.0,3.0,3.0
SKU02403,2025-12-22,2025-12-28,10.0,19.0,9.0,9.0
SKU02408,2025-11-10,2025-11-16,10.0,8.0,-2.0,2.0
SKU02408,2025-12-22,2025-12-28,10.0,14.0,4.0,4.0
SKU02418,2025-10-06,2025-10-12,10.0,6.0,-4.0,4.0
SKU02418,2025-12-15,2025-12-21,10.0,10.0,0.0,0.0
SKU02420,2025-10-13,2025-10-19,10.0,22.0,12.0,12.0
SKU02421,2025-10-06,2025-10-12,10.0,1.0,-9.0,9.0
SKU02421,2025-12-08,2025-12-14,10.0,6.0,-4.0,4.0
SKU02422,2025-11-10,2025-11-16,10.0,17.0,7.0,7.0
SKU02424,2025-11-03,2025-11-09,10.0,15.0,5.0,5.0
SKU02425,2025-12-22,2025-12-28,10.0,3.0,-7.0,7.0
SKU02429,2025-10-20,2025-10-26,10.0,7.0,-3.0,3.0
SKU02429,2025-11-03,2025-11-09,10.0,17.0,7.0,7.0
SKU02439,2025-11-10,2025-11-16,10.0,11.0,1.0,1.0
SKU02439,2025-12-15,2025-12-21,10.0,15.0,5.0,5.0
SKU02440,2025-12-15,2025-12-21,10.0,12.0,2.0,2.0
SKU02441,2025-11-10,2025-11-16,10.0,18.0,8.0,8.0
SKU02445,2025-12-15,2025-12-21,10.0,31.0,21.0,21.0
SKU02446,2025-10-20,2025-10-26,10.0,7.0,-3.0,3.0
SKU02446,2025-12-22,2025-12-28,10.0,5.0,-5.0,5.0
SKU02448,2025-12-08,2025-12-14,10.0,9.0,-1.0,1.0
SKU02448,2025-12-22,2025-12-28,10.0,12.0,2.0,2.0
SKU02451,2025-10-27,2025-11-02,10.0,17.0,7.0,7.0
SKU02451,2025-11-17,2025-11-23,10.0,14.0,4.0,4.0
SKU02451,2025-11-24,2025-11-30,10.0,8.0,-2.0,2.0
SKU02454,2025-10-27,2025-11-02,10.0,4.0,-6.0,6.0
SKU02456,2025-12-22,2025-12-28,10.0,12.0,2.0,2.0
SKU02459,2025-09-29,2025-10-05,10.0,6.0,-4.0,4.0
SKU02459,2025-12-01,2025-12-07,10.0,5.0,-5.0,5.0
SKU02461,2025-09-29,2025-10-05,10.0,5.0,-5.0,5.0
SKU02461,2025-12-22,2025-12-28,10.0,13.0,3.0,3.0
SKU02463,2025-10-27,2025-11-02,10.0,3.0,-7.0,7.0
SKU02465,2025-11-03,2025-11-09,10.0,16.0,6.0,6.0
SKU02466,2025-12-15,2025-12-21,10.0,8.0,-2.0,2.0
SKU02467,2025-10-27,2025-11-02,10.0,5.0,-5.0,5.0
SKU02467,2025-12-22,2025-12-28,10.0,8.0,-2.0,2.0
SKU02469,2025-12-08,2025-12-14,10.0,9.0,-1.0,1.0
SKU02473,2025-10-27,2025-11-02,10.0,16.0,6.0,6.0
SKU02481,2025-10-06,2025-10-12,10.0,12.0,2.0,2.0
SKU02481,2025-12-08,2025-12-14,10.0,21.0,11.0,11.0
SKU02483,2025-11-03,2025-11-09,10.0,17.0,7.0,7.0
SKU02483,2025-12-08,2025-12-14,10.0,22.0,12.0,12.0
SKU02491,2025-11-03,2025-11-09,10.0,5.0,-5.0,5.0
SKU02492,2025-11-10,2025-11-16,10.0,12.0,2.0,2.0
SKU02492,2025-12-15,2025-12-21,10.0,13.0,3.0,3.0
SKU02494,2025-12-01,2025-12-07,10.0,5.0,-5.0,5.0
SKU02496,2025-09-29,2025-10-05,10.0,14.0,4.0,4.0
SKU02498,2025-10-06,2025-10-12,10.0,7.0,-3.0,3.0
SKU02501,2025-11-03,2025-11-09,10.0,14.0,4.0,4.0
SKU02506,2025-12-08,2025-12-14,10.0,15.0,5.0,5.0
SKU02507,2025-10-27,2025-11-02,10.0,13.0,3.0,3.0
SKU02508,2025-12-08,2025-12-14,10.0,16.0,6.0,6.0
SKU02509,2025-10-20,2025-10-26,10.0,13.0,3.0,3.0
SKU02509,2025-11-03,2025-11-09,10.0,17.0,7.0,7.0
SKU02509,2025-12-15,2025-12-21,10.0,20.0,10.0,10.0
SKU02509,2025-12-22,2025-12-28,10.0,11.0,1.0,1.0
SKU02512,2025-12-15,2025-12-21,10.0,8.0,-2.0,2.0
SKU02514,2025-12-22,2025-12-28,10.0,2.0,-8.0,8.0
SKU02519,2025-12-08,2025-12-14,10.0,7.0,-3.0,3.0
SKU02522,2025-11-03,2025-11-09,10.0,11.0,1.0,1.0
SKU02523,2025-10-20,2025-10-26,10.0,10.0,0.0,0.0
SKU02523,2025-12-15,2025-12-21,10.0,5.0,-5.0,5.0
SKU02523,2025-12-22,2025-12-28,10.0,5.0,-5.0,5.0
SKU02524,2025-10-06,2025-10-12,10.0,4.0,-6.0,6.0
SKU02525,2025-11-17,2025-11-23,10.0,7.0,-3.0,3.0
SKU02530,2025-11-17,2025-11-23,10.0,13.0,3.0,3.0
SKU02535,2025-11-24,2025-11-30,10.0,7.0,-3.0,3.0
SKU02540,2025-11-03,2025-11-09,10.0,16.0,6.0,6.0
SKU02542,2025-10-20,2025-10-26,10.0,12.0,2.0,2.0
SKU02542,2025-11-17,2025-11-23,10.0,10.0,0.0,0.0
SKU02546,2025-11-03,2025-11-09,10.0,6.0,-4.0,4.0
SKU02546,2025-12-15,2025-12-21,10.0,9.0,-1.0,1.0
SKU02550,2025-11-24,2025-11-30,10.0,11.0,1.0,1.0
SKU02550,2025-12-22,2025-12-28,10.0,9.0,-1.0,1.0
SKU02551,2025-10-27,2025-11-02,10.0,9.0,-1.0,1.0
SKU02551,2025-11-03,2025-11-09,10.0,8.0,-2.0,2.0
SKU02552,2025-09-29,2025-10-05,10.0,22.0,12.0,12.0
SKU02552,2025-12-01,2025-12-07,10.0,14.0,4.0,4.0
SKU02555,2025-10-20,2025-10-26,10.0,9.0,-1.0,1.0
SKU02555,2025-12-01,2025-12-07,10.0,16.0,6.0,6.0
SKU02556,2025-11-17,2025-11-23,10.0,9.0,-1.0,1.0
SKU02556,2025-12-01,2025-12-07,10.0,20.0,10.0,10.0
SKU02558,2025-10-06,2025-10-12,10.0,5.0,-5.0,5.0
SKU02558,2025-10-13,2025-10-19,10.0,2.0,-8.0,8.0
SKU02558,2025-12-22,2025-12-28,10.0,5.0,-5.0,5.0
SKU02559,2025-10-13,2025-10-19,10.0,18.0,8.0,8.0
SKU02561,2025-10-20,2025-10-26,10.0,3.0,-7.0,7.0
SKU02564,2025-09-29,2025-10-05,10.0,22.0,12.0,12.0
SKU02564,2025-12-08,2025-12-14,10.0,25.0,15.0,15.0
SKU02566,2025-10-27,2025-11-02,10.0,7.0,-3.0,3.0
SKU02567,2025-09-29,2025-10-05,10.0,2.0,-8.0,8.0
SKU02567,2025-11-24,2025-11-30,10.0,16.0,6.0,6.0
SKU02568,2025-12-22,2025-12-28,10.0,6.0,-4.0,4.0
SKU02573,2025-11-10,2025-11-16,10.0,14.0,4.0,4.0
SKU02574,2025-10-20,2025-10-26,10.0,4.0,-6.0,6.0
SKU02576,2025-11-10,2025-11-16,10.0,10.0,0.0,0.0
SKU02576,2025-12-01,2025-12-07,10.0,12.0,2.0,2.0
SKU02577,2025-12-22,2025-12-28,10.0,12.0,2.0,2.0
SKU02578,2025-10-06,2025-10-12,10.0,10.0,0.0,0.0
SKU02580,2025-11-17,2025-11-23,10.0,9.0,-1.0,1.0
SKU02584,2025-09-29,2025-10-05,10.0,11.0,1.0,1.0
SKU02586,2025-10-20,2025-10-26,10.0,6.0,-4.0,4.0
SKU02590,2025-12-22,2025-12-28,10.0,8.0,-2.0,2.0
SKU02595,2025-12-01,2025-12-07,10.0,17.0,7.0,7.0
SKU02603,2025-10-13,2025-10-19,10.0,14.0,4.0,4.0
SKU02604,2025-10-13,2025-10-19,10.0,12.0,2.0,2.0
SKU02604,2025-11-03,2025-11-09,10.0,7.0,-3.0,3.0
SKU02606,2025-10-27,2025-11-02,10.0,12.0,2.0,2.0
SKU02606,2025-11-03,2025-11-09,10.0,11.0,1.0,1.0
SKU02606,2025-11-10,2025-11-16,10.0,12.0,2.0,2.0
SKU02610,2025-11-24,2025-11-30,10.0,15.0,5.0,5.0
SKU02616,2025-11-10,2025-11-16,10.0,12.0,2.0,2.0
SKU02616,2025-11-17,2025-11-23,10.0,26.0,16.0,16.0
SKU02617,2025-11-10,2025-11-16,10.0,23.0,13.0,13.0
SKU02620,2025-10-13,2025-10-19,10.0,5.0,-5.0,5.0
SKU02620,2025-10-27,2025-11-02,10.0,3.0,-7.0,7.0
SKU02625,2025-10-13,2025-10-19,10.0,12.0,2.0,2.0
SKU02626,2025-10-06,2025-10-12,10.0,3.0,-7.0,7.0
SKU02629,2025-11-10,2025-11-16,10.0,28.0,18.0,18.0
SKU02629,2025-12-01,2025-12-07,10.0,9.0,-1.0,1.0
SKU02631,2025-10-06,2025-10-12,10.0,1.0,-9.0,9.0
SKU02632,2025-10-20,2025-10-26,10.0,14.0,4.0,4.0
SKU02632,2025-12-01,2025-12-07,10.0,14.0,4.0,4.0
SKU02633,2025-10-13,2025-10-19,10.0,12.0,2.0,2.0
SKU02637,2025-11-03,2025-11-09,10.0,14.0,4.0,4.0
SKU02641,2025-09-29,2025-10-05,10.0,13.0,3.0,3.0
SKU02641,2025-10-27,2025-11-02,10.0,6.0,-4.0,4.0
SKU02642,2025-10-27,2025-11-02,10.0,30.0,20.0,20.0
SKU02645,2025-10-20,2025-10-26,10.0,12.0,2.0,2.0
SKU02650,2025-11-10,2025-11-16,10.0,24.0,14.0,14.0
SKU02652,2025-12-08,2025-12-14,10.0,10.0,0.0,0.0
SKU02656,2025-10-27,2025-11-02,10.0,15.0,5.0,5.0
SKU02659,2025-10-20,2025-10-26,10.0,22.0,12.0,12.0
SKU02670,2025-11-10,2025-11-16,10.0,8.0,-2.0,2.0
SKU02672,2025-12-01,2025-12-07,10.0,9.0,-1.0,1.0
SKU02672,2025-12-22,2025-12-28,10.0,4.0,-6.0,6.0
SKU02673,2025-11-17,2025-11-23,10.0,7.0,-3.0,3.0
SKU02675,2025-10-13,2025-10-19,10.0,8.0,-2.0,2.0
SKU02676,2025-11-24,2025-11-30,10.0,11.0,1.0,1.0
SKU02676,2025-12-15,2025-12-21,10.0,14.0,4.0,4.0
SKU02677,2025-12-15,2025-12-21,10.0,0.0,-10.0,10.0
SKU02680,2025-10-06,2025-10-12,10.0,15.0,5.0,5.0
SKU02682,2025-10-20,2025-10-26,10.0,7.0,-3.0,3.0
SKU02686,2025-10-20,2025-10-26,10.0,1.0,-9.0,9.0
SKU02688,2025-10-27,2025-11-02,10.0,14.0,4.0,4.0
SKU02688,2025-12-22,2025-12-28,10.0,13.0,3.0,3.0
SKU02689,2025-12-22,2025-12-28,10.0,6.0,-4.0,4.0
SKU02691,2025-11-03,2025-11-09,10.0,7.0,-3.0,3.0
SKU02695,2025-11-24,2025-11-30,10.0,5.0,-5.0,5.0
SKU02702,2025-12-08,2025-12-14,10.0,12.0,2.0,2.0
SKU02703,2025-10-20,2025-10-26,10.0,17.0,7.0,7.0
SKU02707,2025-11-24,2025-11-30,10.0,7.0,-3.0,3.0
SKU02710,2025-09-29,2025-10-05,10.0,7.0,-3.0,3.0
SKU02710,2025-11-03,2025-11-09,10.0,11.0,1.0,1.0
SKU02713,2025-10-13,2025-10-19,10.0,9.0,-1.0,1.0
SKU02716,2025-09-29,2025-10-05,10.0,6.0,-4.0,4.0
SKU02717,2025-12-08,2025-12-14,10.0,10.0,0.0,0.0
SKU02719,2025-11-17,2025-11-23,10.0,5.0,-5.0,5.0
SKU02719,2025-12-15,2025-12-21,10.0,16.0,6.0,6.0
SKU02722,2025-10-27,2025-11-02,10.0,4.0,-6.0,6.0
SKU02722,2025-11-17,2025-11-23,10.0,5.0,-5.0,5.0
SKU02723,2025-11-03,2025-11-09,10.0,10.0,0.0,0.0
SKU02724,2025-11-17,2025-11-23,10.0,12.0,2.0,2.0
SKU02724,2025-12-22,2025-12-28,10.0,14.0,4.0,4.0
SKU02726,2025-12-22,2025-12-28,10.0,12.0,2.0,2.0
SKU02727,2025-10-20,2025-10-26,10.0,2.0,-8.0,8.0
SKU02728,2025-10-20,2025-10-26,10.0,4.0,-6.0,6.0
SKU02728,2025-11-24,2025-11-30,10.0,16.0,6.0,6.0
SKU02728,2025-12-01,2025-12-07,10.0,11.0,1.0,1.0
SKU02733,2025-10-27,2025-11-02,10.0,18.0,8.0,8.0
SKU02733,2025-11-17,2025-11-23,10.0,27.0,17.0,17.0
SKU02735,2025-10-06,2025-10-12,10.0,6.0,-4.0,4.0
SKU02735,2025-11-24,2025-11-30,10.0,6.0,-4.0,4.0
SKU02735,2025-12-22,2025-12-28,10.0,4.0,-6.0,6.0
SKU02742,2025-11-17,2025-11-23,10.0,19.0,9.0,9.0
SKU02742,2025-11-24,2025-11-30,10.0,27.0,17.0,17.0
SKU02743,2025-10-06,2025-10-12,10.0,10.0,0.0,0.0
SKU02743,2025-11-10,2025-11-16,10.0,5.0,-5.0,5.0
SKU02746,2025-12-22,2025-12-28,10.0,7.0,-3.0,3.0
SKU02748,2025-12-15,2025-12-21,10.0,9.0,-1.0,1.0
SKU02756,2025-10-27,2025-11-02,10.0,11.0,1.0,1.0
SKU02758,2025-09-29,2025-10-05,10.0,10.0,0.0,0.0
