sku_id,forecast_demand,actual_units,stock_on_hand,stockout_risk,overstock_risk,demand_risk,inventory_risk_score,inventory_coverage_weeks,risk_level,primary_risk_driver,business_priority,sku_name,category,inventory_gap,recommended_replenishment_units,excess_inventory_units,inventory_status,recommended_action,business_recommendation,unit_price,unit_cost,sales_value_at_risk,capital_locked_in_overstock,forecast_error,absolute_error
SKU01568,65.0,106.0,225.0,0.0,100.0,0.0,20.0,3.46,Low,Overstock,Low,ValueChoice Bath & Body Large,Personal Care,160.0,0.0,160.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,363.73,231.36,0.0,37017.6,41.0,41.0
SKU01569,176.0,211.0,41.0,0.0,100.0,0.0,20.0,0.23,Low,Overstock,Low,NatureBlend Skin Care 100g,Personal Care,-135.0,135.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,441.1,333.06,59548.5,0.0,35.0,35.0
SKU01570,166.0,144.0,253.0,0.0,100.0,0.0,20.0,1.52,Low,Overstock,Low,GoldenHarvest Ice Cream 500g,Frozen Foods,87.0,0.0,87.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,760.34,605.14,0.0,52647.18,-22.0,22.0
SKU01572,169.0,217.0,199.0,0.0,100.0,0.0,20.0,1.18,Low,Overstock,Low,NutriPlus Mobile Accessories 500g,Electronics & Accessories,30.0,0.0,30.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,1183.62,931.63,0.0,27948.9,48.0,48.0
SKU01573,135.0,106.0,76.0,0.0,100.0,0.0,20.0,0.56,Low,Overstock,Low,EliteHome Vitamins & Supplements Pack of 12,Health & Wellness,-59.0,59.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,847.69,602.25,50013.71,0.0,-29.0,29.0
SKU01575,180.0,209.0,75.0,0.0,100.0,0.0,20.0,0.42,Low,Overstock,Low,FreshFarm Frozen Meat 1L,Frozen Foods,-105.0,105.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,500.0,339.34,52500.0,0.0,29.0,29.0
SKU01577,165.0,127.0,35.0,0.0,100.0,0.0,20.0,0.21,Low,Overstock,Low,PureLife Office Supplies 500ml,Stationery & Office,-130.0,130.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,67.67,39.84,8797.1,0.0,-38.0,38.0
SKU01579,90.0,152.0,48.0,0.0,100.0,0.0,20.0,0.53,Low,Overstock,Low,CityFresh Laundry 250ml,Home Care,-42.0,42.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,384.09,219.93,16131.78,0.0,62.0,62.0
SKU01580,84.0,92.0,194.0,0.0,100.0,0.0,20.0,2.31,Low,Overstock,Low,PureLife Juices 2L,Beverages,110.0,0.0,110.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,132.1,75.58,0.0,8313.8,8.0,8.0
SKU01581,147.0,158.0,170.0,0.0,100.0,0.0,20.0,1.16,Low,Overstock,Low,EliteHome Kids Wear Large,Apparel & Footwear,23.0,0.0,23.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,791.77,497.2,0.0,11435.6,11.0,11.0
SKU01582,110.0,96.0,59.0,0.0,100.0,0.0,20.0,0.54,Low,Overstock,Low,ZestyCo Cookware Family Pack,Home & Kitchen,-51.0,51.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1469.26,1052.77,74932.26,0.0,-14.0,14.0
SKU01585,121.0,168.0,235.0,0.0,100.0,0.0,20.0,1.94,Low,Overstock,Low,SunriseFoods Cookware 2kg,Home & Kitchen,114.0,0.0,114.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,1147.66,846.09,0.0,96454.26,47.0,47.0
SKU01586,145.0,159.0,85.0,0.0,100.0,0.0,20.0,0.59,Low,Overstock,Low,SparkleClean Kids Wear Small,Apparel & Footwear,-60.0,60.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,3685.13,2416.24,221107.8,0.0,14.0,14.0
SKU01587,210.0,187.0,106.0,0.0,100.0,0.0,20.0,0.5,Low,Overstock,Low,GreenValley Frozen Meat 2L,Frozen Foods,-104.0,104.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,939.45,620.53,97702.8,0.0,-23.0,23.0
SKU01589,178.0,250.0,202.0,0.0,100.0,0.0,20.0,1.13,Low,Overstock,Low,CrispKing Cooking Oil 2kg,Grocery,24.0,0.0,24.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,136.14,77.14,0.0,1851.36,72.0,72.0
SKU01590,196.0,241.0,47.0,0.0,100.0,0.0,20.0,0.24,Low,Overstock,Low,HomeStyle Chocolates 250g,Snacks & Confectionery,-149.0,149.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,92.68,64.45,13809.32,0.0,45.0,45.0
SKU01591,82.0,97.0,44.0,0.0,100.0,0.0,20.0,0.54,Low,Overstock,Low,NutriPlus Laundry 2kg,Home Care,-38.0,38.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,239.52,176.66,9101.76,0.0,15.0,15.0
SKU01592,98.0,75.0,371.0,0.0,100.0,0.0,20.0,3.79,Low,Overstock,Low,QuickBite Small Appliances 500ml,Electronics & Accessories,273.0,0.0,273.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,1748.08,1076.66,0.0,293928.18,-23.0,23.0
SKU01593,89.0,134.0,230.0,0.0,100.0,0.0,20.0,2.58,Low,Overstock,Low,ValueChoice Surface Cleaners 500ml,Home Care,141.0,0.0,141.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,225.82,172.46,0.0,24316.86,45.0,45.0
SKU01596,128.0,167.0,26.0,0.0,100.0,0.0,20.0,0.2,Low,Overstock,Low,GreenValley Office Supplies 1kg,Stationery & Office,-102.0,102.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,251.23,193.1,25625.46,0.0,39.0,39.0
SKU01597,127.0,101.0,49.0,0.0,100.0,0.0,20.0,0.39,Low,Overstock,Low,SunriseFoods Notebooks Large,Stationery & Office,-78.0,78.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,327.23,240.36,25523.94,0.0,-26.0,26.0
SKU01599,128.0,151.0,156.0,0.0,100.0,0.0,20.0,1.22,Low,Overstock,Low,DailyBest Women's Wear 1kg,Apparel & Footwear,28.0,0.0,28.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,1657.47,1169.65,0.0,32750.2,23.0,23.0
SKU01604,122.0,153.0,87.0,0.0,100.0,0.0,20.0,0.71,Low,Overstock,Low,NutriPlus Skin Care Pack of 12,Personal Care,-35.0,35.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,127.93,74.34,4477.55,0.0,31.0,31.0
SKU01605,92.0,86.0,319.0,0.0,100.0,0.0,20.0,3.47,Low,Overstock,Low,EverydayPlus First Aid 500g,Health & Wellness,227.0,0.0,227.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,821.82,651.5,0.0,147890.5,-6.0,6.0
SKU01607,133.0,147.0,113.0,0.0,100.0,0.0,20.0,0.85,Low,Overstock,Low,NovaFresh Oral Care 500ml,Personal Care,-20.0,20.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,269.24,208.38,5384.8,0.0,14.0,14.0
SKU01609,171.0,186.0,156.0,0.0,100.0,0.0,20.0,0.91,Low,Overstock,Low,CityFresh Frozen Meat 250ml,Frozen Foods,-15.0,15.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,600.87,389.98,9013.05,0.0,15.0,15.0
SKU01610,181.0,231.0,176.0,0.0,100.0,0.0,20.0,0.97,Low,Overstock,Low,FreshFarm Ready Meals 500ml,Frozen Foods,-5.0,5.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,579.62,399.28,2898.1,0.0,50.0,50.0
SKU01611,112.0,119.0,195.0,0.0,100.0,0.0,20.0,1.74,Low,Overstock,Low,CrispKing Skin Care Pack of 6,Personal Care,83.0,0.0,83.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,628.95,444.33,0.0,36879.39,7.0,7.0
SKU01612,119.0,118.0,52.0,0.0,100.0,0.0,20.0,0.44,Low,Overstock,Low,ZestyCo Hair Care 1L,Personal Care,-67.0,67.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,151.28,102.03,10135.76,0.0,-1.0,1.0
SKU01613,207.0,163.0,74.0,0.0,100.0,0.0,20.0,0.36,Low,Overstock,Low,CrispKing Rice & Grains 250g,Grocery,-133.0,133.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,176.32,112.34,23450.56,0.0,-44.0,44.0
SKU01614,118.0,122.0,107.0,0.0,100.0,0.0,20.0,0.91,Low,Overstock,Low,CrispKing OTC Medicine 2L,Health & Wellness,-11.0,11.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1232.96,831.84,13562.56,0.0,4.0,4.0
SKU01617,206.0,219.0,43.0,0.0,100.0,0.0,20.0,0.21,Low,Overstock,Low,SparkleClean Ice Cream Medium,Frozen Foods,-163.0,163.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,182.51,125.26,29749.13,0.0,13.0,13.0
SKU01618,131.0,145.0,233.0,0.0,100.0,0.0,20.0,1.78,Low,Overstock,Low,NatureBlend Surface Cleaners 2kg,Home Care,102.0,0.0,102.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,283.48,182.79,0.0,18644.58,14.0,14.0
SKU01619,124.0,132.0,179.0,0.0,100.0,0.0,20.0,1.44,Low,Overstock,Low,CleanWave Flour & Atta 2L,Grocery,55.0,0.0,55.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,237.98,150.52,0.0,8278.6,8.0,8.0
SKU01620,190.0,231.0,132.0,0.0,100.0,0.0,20.0,0.69,Low,Overstock,Low,SunriseFoods Biscuits & Cookies 500g,Snacks & Confectionery,-58.0,58.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,197.37,123.3,11447.46,0.0,41.0,41.0
SKU01621,134.0,121.0,185.0,0.0,100.0,0.0,20.0,1.38,Low,Overstock,Low,SoftTouch Oral Care 250ml,Personal Care,51.0,0.0,51.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,876.03,530.86,0.0,27073.86,-13.0,13.0
SKU01623,126.0,125.0,225.0,0.0,100.0,0.0,20.0,1.79,Low,Overstock,Low,SoftTouch Men's Grooming 500g,Personal Care,99.0,0.0,99.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,443.72,353.19,0.0,34965.81,-1.0,1.0
SKU01624,178.0,147.0,24.0,0.0,100.0,0.0,20.0,0.13,Low,Overstock,Low,GoldenHarvest Oral Care Family Pack,Personal Care,-154.0,154.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,498.35,277.7,76745.9,0.0,-31.0,31.0
SKU01625,148.0,161.0,156.0,0.0,100.0,0.0,20.0,1.05,Low,Overstock,Low,SunriseFoods Footwear 2kg,Apparel & Footwear,8.0,0.0,8.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,1672.86,1002.07,0.0,8016.56,13.0,13.0
SKU01626,158.0,169.0,103.0,0.0,100.0,0.0,20.0,0.65,Low,Overstock,Low,UrbanBite Energy Drinks 2L,Beverages,-55.0,55.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,137.3,108.61,7551.5,0.0,11.0,11.0
SKU01629,224.0,304.0,227.0,0.0,100.0,0.0,20.0,1.01,Low,Overstock,Low,NatureBlend Milk 2L,Dairy & Bakery,3.0,0.0,3.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,94.03,67.3,0.0,201.9,80.0,80.0
SKU01630,138.0,110.0,67.0,0.0,100.0,0.0,20.0,0.49,Low,Overstock,Low,DailyBest Mobile Accessories 2L,Electronics & Accessories,-71.0,71.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1994.81,1273.03,141631.51,0.0,-28.0,28.0
SKU01631,142.0,201.0,89.0,0.0,100.0,0.0,20.0,0.63,Low,Overstock,Low,GreenValley Sugar & Salt 250g,Grocery,-53.0,53.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,301.59,203.02,15984.27,0.0,59.0,59.0
SKU01633,173.0,153.0,157.0,0.0,100.0,0.0,20.0,0.91,Low,Overstock,Low,PremiumSelect Cooking Oil 250g,Grocery,-16.0,16.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,515.21,356.11,8243.36,0.0,-20.0,20.0
SKU01634,171.0,285.0,138.0,0.0,100.0,0.0,20.0,0.81,Low,Overstock,Low,EliteHome Office Supplies 500ml,Stationery & Office,-33.0,33.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,174.34,124.95,5753.22,0.0,114.0,114.0
SKU01636,144.0,150.0,77.0,0.0,100.0,0.0,20.0,0.53,Low,Overstock,Low,MetroBrand Candy 500ml,Snacks & Confectionery,-67.0,67.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,179.26,110.31,12010.42,0.0,6.0,6.0
SKU01637,226.0,161.0,84.0,0.0,100.0,0.0,20.0,0.37,Low,Overstock,Low,ValueChoice Namkeen 250g,Snacks & Confectionery,-142.0,142.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,193.01,149.18,27407.42,0.0,-65.0,65.0
SKU01639,170.0,198.0,181.0,0.0,100.0,0.0,20.0,1.06,Low,Overstock,Low,MetroBrand Dishwashing 500ml,Home Care,11.0,0.0,11.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,367.95,276.6,0.0,3042.6,28.0,28.0
SKU01640,163.0,167.0,81.0,0.0,100.0,0.0,20.0,0.5,Low,Overstock,Low,NovaFresh Kids Wear 100g,Apparel & Footwear,-82.0,82.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1332.63,773.61,109275.66,0.0,4.0,4.0
SKU01641,100.0,99.0,41.0,0.0,100.0,0.0,20.0,0.41,Low,Overstock,Low,PureLife OTC Medicine 100g,Health & Wellness,-59.0,59.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,759.85,573.41,44831.15,0.0,-1.0,1.0
SKU01642,216.0,172.0,62.0,0.0,100.0,0.0,20.0,0.29,Low,Overstock,Low,HealthFirst Home Decor 2L,Home & Kitchen,-154.0,154.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2898.52,1608.12,446372.08,0.0,-44.0,44.0
SKU01645,102.0,79.0,556.0,0.0,100.0,0.0,20.0,5.45,Low,Overstock,Low,UrbanBite Air Fresheners Pack of 12,Home Care,454.0,0.0,454.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,448.03,294.18,0.0,133557.72,-23.0,23.0
SKU01646,123.0,134.0,154.0,0.0,100.0,0.0,20.0,1.25,Low,Overstock,Low,PremiumSelect Chips & Crisps Small,Snacks & Confectionery,31.0,0.0,31.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,55.49,37.17,0.0,1152.27,11.0,11.0
SKU01647,135.0,134.0,114.0,0.0,100.0,0.0,20.0,0.84,Low,Overstock,Low,EverydayPlus Notebooks Large,Stationery & Office,-21.0,21.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,247.03,181.68,5187.63,0.0,-1.0,1.0
SKU01648,103.0,133.0,198.0,0.0,100.0,0.0,20.0,1.92,Low,Overstock,Low,MetroBrand Namkeen Family Pack,Snacks & Confectionery,95.0,0.0,95.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,46.69,36.12,0.0,3431.4,30.0,30.0
SKU01649,125.0,128.0,266.0,0.0,100.0,0.0,20.0,2.13,Low,Overstock,Low,NatureBlend Surface Cleaners Large,Home Care,141.0,0.0,141.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,433.36,258.86,0.0,36499.26,3.0,3.0
SKU01651,98.0,113.0,310.0,0.0,100.0,0.0,20.0,3.16,Low,Overstock,Low,CrispKing Sugar & Salt 500ml,Grocery,212.0,0.0,212.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,107.72,76.21,0.0,16156.52,15.0,15.0
SKU01653,183.0,261.0,89.0,0.0,100.0,0.0,20.0,0.49,Low,Overstock,Low,ValueChoice Surface Cleaners Pack of 6,Home Care,-94.0,94.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,550.27,329.37,51725.38,0.0,78.0,78.0
SKU01656,116.0,99.0,61.0,0.0,100.0,0.0,20.0,0.53,Low,Overstock,Low,UrbanBite Flour & Atta 2L,Grocery,-55.0,55.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,553.42,370.39,30438.1,0.0,-17.0,17.0
SKU01657,166.0,228.0,53.0,0.0,100.0,0.0,20.0,0.32,Low,Overstock,Low,HealthFirst Cooking Oil 1L,Grocery,-113.0,113.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,230.15,182.07,26006.95,0.0,62.0,62.0
SKU01659,100.0,145.0,82.0,0.0,100.0,0.0,20.0,0.82,Low,Overstock,Low,BasicNeeds Soft Drinks Pack of 12,Beverages,-18.0,18.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,39.17,26.86,705.06,0.0,45.0,45.0
SKU01663,109.0,93.0,47.0,0.0,100.0,0.0,20.0,0.43,Low,Overstock,Low,ValueChoice Batteries 2kg,Electronics & Accessories,-62.0,62.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2718.53,2024.19,168548.86,0.0,-16.0,16.0
SKU01665,142.0,128.0,75.0,0.0,100.0,0.0,20.0,0.53,Low,Overstock,Low,UrbanBite Storage & Containers 2kg,Home & Kitchen,-67.0,67.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2278.76,1634.03,152676.92,0.0,-14.0,14.0
SKU01668,124.0,138.0,25.0,0.0,100.0,0.0,20.0,0.2,Low,Overstock,Low,FreshFarm Bread Large,Dairy & Bakery,-99.0,99.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,212.25,158.1,21012.75,0.0,14.0,14.0
SKU01669,123.0,128.0,105.0,0.0,100.0,0.0,20.0,0.85,Low,Overstock,Low,HealthFirst Coffee Pack of 12,Beverages,-18.0,18.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,133.62,85.98,2405.16,0.0,5.0,5.0
SKU01670,86.0,115.0,110.0,0.0,100.0,0.0,20.0,1.28,Low,Overstock,Low,UrbanBite Milk Pack of 12,Dairy & Bakery,24.0,0.0,24.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,280.78,222.07,0.0,5329.68,29.0,29.0
SKU01672,99.0,105.0,106.0,0.0,100.0,0.0,20.0,1.07,Low,Overstock,Low,NatureBlend Kids Wear Pack of 12,Apparel & Footwear,7.0,0.0,7.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,2494.85,1384.65,0.0,9692.55,6.0,6.0
SKU01673,214.0,262.0,85.0,0.0,100.0,0.0,20.0,0.4,Low,Overstock,Low,EliteHome Yogurt 500g,Dairy & Bakery,-129.0,129.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,150.17,111.24,19371.93,0.0,48.0,48.0
SKU01674,93.0,99.0,79.0,0.0,100.0,0.0,20.0,0.85,Low,Overstock,Low,GreenValley Cookware 1L,Home & Kitchen,-14.0,14.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1707.75,1195.67,23908.5,0.0,6.0,6.0
SKU01676,133.0,143.0,87.0,0.0,100.0,0.0,20.0,0.65,Low,Overstock,Low,MetroBrand Storage & Containers Pack of 6,Home & Kitchen,-46.0,46.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2232.74,1317.04,102706.04,0.0,10.0,10.0
SKU01678,84.0,81.0,114.0,0.0,100.0,0.0,20.0,1.36,Low,Overstock,Low,FreshFarm Notebooks 2kg,Stationery & Office,30.0,0.0,30.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,227.83,134.81,0.0,4044.3,-3.0,3.0
SKU01684,101.0,92.0,77.0,0.0,100.0,0.0,20.0,0.76,Low,Overstock,Low,HealthFirst Flour & Atta Family Pack,Grocery,-24.0,24.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,170.29,133.93,4086.96,0.0,-9.0,9.0
SKU01686,102.0,91.0,38.0,0.0,100.0,0.0,20.0,0.37,Low,Overstock,Low,HealthFirst Coffee Medium,Beverages,-64.0,64.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,54.03,30.19,3457.92,0.0,-11.0,11.0
SKU01691,158.0,167.0,121.0,0.0,100.0,0.0,20.0,0.77,Low,Overstock,Low,MetroBrand Dishwashing 1kg,Home Care,-37.0,37.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,242.67,175.47,8978.79,0.0,9.0,9.0
SKU01692,143.0,120.0,41.0,0.0,100.0,0.0,20.0,0.29,Low,Overstock,Low,EverydayPlus Energy Drinks 2kg,Beverages,-102.0,102.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,74.16,58.53,7564.32,0.0,-23.0,23.0
SKU01694,206.0,138.0,209.0,0.0,100.0,0.0,20.0,1.01,Low,Overstock,Low,NovaFresh Storage & Containers Medium,Home & Kitchen,3.0,0.0,3.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,985.32,544.09,0.0,1632.27,-68.0,68.0
SKU01696,79.0,107.0,313.0,0.0,100.0,0.0,20.0,3.96,Low,Overstock,Low,TrueTaste First Aid Pack of 6,Health & Wellness,234.0,0.0,234.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,246.47,183.01,0.0,42824.34,28.0,28.0
SKU01697,101.0,92.0,32.0,0.0,100.0,0.0,20.0,0.32,Low,Overstock,Low,BasicNeeds Skin Care Pack of 6,Personal Care,-69.0,69.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,306.11,171.69,21121.59,0.0,-9.0,9.0
SKU01698,157.0,164.0,20.0,0.0,100.0,0.0,20.0,0.13,Low,Overstock,Low,ZestyCo Frozen Meat Family Pack,Frozen Foods,-137.0,137.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,343.81,242.16,47101.97,0.0,7.0,7.0
SKU01700,235.0,276.0,92.0,0.0,100.0,0.0,20.0,0.39,Low,Overstock,Low,ValueChoice Soft Drinks 250ml,Beverages,-143.0,143.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,162.9,115.37,23294.7,0.0,41.0,41.0
SKU01705,120.0,130.0,89.0,0.0,100.0,0.0,20.0,0.74,Low,Overstock,Low,SparkleClean Energy Drinks 2L,Beverages,-31.0,31.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,158.38,110.16,4909.78,0.0,10.0,10.0
SKU01708,203.0,156.0,172.0,0.0,100.0,0.0,20.0,0.85,Low,Overstock,Low,FamilyChoice OTC Medicine Family Pack,Health & Wellness,-31.0,31.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,720.51,540.34,22335.81,0.0,-47.0,47.0
SKU01710,157.0,157.0,56.0,0.0,100.0,0.0,20.0,0.36,Low,Overstock,Low,PurePlus Small Appliances 2L,Electronics & Accessories,-101.0,101.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2094.77,1500.75,211571.77,0.0,0.0,0.0
SKU01712,165.0,145.0,51.0,0.0,100.0,0.0,20.0,0.31,Low,Overstock,Low,CityFresh Bread 100g,Dairy & Bakery,-114.0,114.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,264.48,163.74,30150.72,0.0,-20.0,20.0
SKU01715,181.0,207.0,128.0,0.0,100.0,0.0,20.0,0.71,Low,Overstock,Low,PremiumSelect Home Decor 500ml,Home & Kitchen,-53.0,53.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2315.8,1299.77,122737.4,0.0,26.0,26.0
SKU01716,169.0,192.0,147.0,0.0,100.0,0.0,20.0,0.87,Low,Overstock,Low,ZestyCo Men's Grooming Large,Personal Care,-22.0,22.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,621.03,349.3,13662.66,0.0,23.0,23.0
